appid,review_score,review_score_desc,total_reviews
2402710,0.0,No user reviews,0.0
3602290,6.0,Mostly Positive,390.0
850190,9.0,Overwhelmingly Positive,4411.0
2085540,9.0,Overwhelmingly Positive,2577.0
287390,8.0,Very Positive,18483.0
683900,8.0,Very Positive,1683.0
2149010,8.0,Very Positive,253.0
1601570,8.0,Very Positive,3846.0
2356780,8.0,Very Positive,1749.0
3195790,9.0,Overwhelmingly Positive,4179.0
415200,8.0,Very Positive,5006.0
573100,6.0,Mostly Positive,5500.0
1063420,8.0,Very Positive,4692.0
2344320,6.0,Mostly Positive,2999.0
2503770,9.0,Overwhelmingly Positive,605.0
3983810,0.0,No user reviews,0.0
2280,9.0,Overwhelmingly Positive,15963.0
673610,8.0,Very Positive,4485.0
1002300,8.0,Very Positive,9474.0
16900,8.0,Very Positive,13723.0
1179680,0.0,No user reviews,0.0
2059170,8.0,Very Positive,2702.0
213330,8.0,Very Positive,3418.0
228380,8.0,Very Positive,17989.0
291650,8.0,Very Positive,10315.0
829110,8.0,Very Positive,2436.0
839770,6.0,Mostly Positive,2792.0
2064870,5.0,Mixed,466.0
3187290,0.0,No user reviews,0.0
485510,8.0,Very Positive,8272.0
1578390,8.0,Very Positive,1555.0
1954420,0.0,No user reviews,0.0
470220,6.0,Mostly Positive,25390.0
1520370,9.0,Overwhelmingly Positive,9418.0
1796470,8.0,Very Positive,5904.0
2238470,9.0,Overwhelmingly Positive,877.0
2346660,0.0,No user reviews,0.0
2596880,0.0,No user reviews,0.0
3372980,9.0,Overwhelmingly Positive,4811.0
3534830,0.0,No user reviews,0.0
3645890,8.0,Very Positive,691.0
633230,8.0,Very Positive,17464.0
1048370,0.0,No user reviews,0.0
1352080,0.0,No user reviews,0.0
3480,9.0,Overwhelmingly Positive,8929.0
4940,0.0,No user reviews,0.0
979920,0.0,1 user reviews,1.0
1097840,6.0,Mostly Positive,8133.0
3525400,0.0,No user reviews,0.0
493490,6.0,Mostly Positive,6114.0
224260,8.0,Very Positive,290.0
326460,8.0,Very Positive,16818.0
1337520,8.0,Very Positive,16468.0
2581950,9.0,Overwhelmingly Positive,1242.0
56400,8.0,Very Positive,4398.0
939960,6.0,Mostly Positive,13774.0
1677110,8.0,Very Positive,1774.0
2637940,5.0,Mixed,194.0
108710,8.0,Very Positive,14754.0
672680,0.0,4 user reviews,4.0
872200,7.0,Positive,42.0
1057090,9.0,Overwhelmingly Positive,29723.0
1147560,8.0,Very Positive,9368.0
2064650,0.0,No user reviews,0.0
2252590,0.0,No user reviews,0.0
2375780,8.0,Very Positive,214.0
3694200,0.0,No user reviews,0.0
1827980,0.0,No user reviews,0.0
2273430,8.0,Very Positive,4094.0
2826180,8.0,Very Positive,468.0
3339420,9.0,Overwhelmingly Positive,709.0
4062070,0.0,No user reviews,0.0
285310,8.0,Very Positive,5255.0
378120,6.0,Mostly Positive,1066.0
1182020,0.0,9 user reviews,9.0
1437830,7.0,Positive,34.0
387290,8.0,Very Positive,29409.0
1222700,8.0,Very Positive,21956.0
2276930,8.0,Very Positive,4767.0
7940,8.0,Very Positive,10373.0
235460,9.0,Overwhelmingly Positive,37910.0
372000,5.0,Mixed,3137.0
460920,8.0,Very Positive,11879.0
1277400,8.0,Very Positive,3541.0
4043170,0.0,No user reviews,0.0
883860,0.0,1 user reviews,1.0
3410180,8.0,Very Positive,445.0
32440,9.0,Overwhelmingly Positive,13951.0
314830,5.0,Mixed,327.0
1222800,0.0,No user reviews,0.0
1281040,8.0,Very Positive,690.0
2589500,9.0,Overwhelmingly Positive,1055.0
33230,8.0,Very Positive,16613.0
238320,9.0,Overwhelmingly Positive,26537.0
383150,8.0,Very Positive,8786.0
1173370,7.0,Positive,17.0
1859910,8.0,Very Positive,441.0
42680,8.0,Very Positive,6616.0
304430,9.0,Overwhelmingly Positive,22669.0
1162750,9.0,Overwhelmingly Positive,4420.0
1368820,8.0,Very Positive,1585.0
1674170,8.0,Very Positive,6996.0
1839950,8.0,Very Positive,1685.0
2523720,5.0,Mixed,1785.0
3265060,8.0,Very Positive,129.0
450540,9.0,Overwhelmingly Positive,18745.0
1237320,8.0,Very Positive,14791.0
1784570,6.0,Mostly Positive,536.0
410900,8.0,Very Positive,8158.0
1473350,9.0,Overwhelmingly Positive,6663.0
1611910,6.0,Mostly Positive,6918.0
2928520,8.0,Very Positive,827.0
331470,8.0,Very Positive,50.0
403190,6.0,Mostly Positive,5494.0
2144600,0.0,No user reviews,0.0
3651790,0.0,No user reviews,0.0
3447040,7.0,Positive,33.0
667970,9.0,Overwhelmingly Positive,15840.0
960170,8.0,Very Positive,3947.0
251060,8.0,Very Positive,7966.0
285920,8.0,Very Positive,12773.0
342940,8.0,Very Positive,2123.0
1016950,5.0,Mixed,2347.0
1232420,0.0,No user reviews,0.0
1252780,0.0,4 user reviews,4.0
1865780,0.0,No user reviews,0.0
2600,8.0,Very Positive,9724.0
447020,8.0,Very Positive,6881.0
1849250,5.0,Mixed,5280.0
2434730,8.0,Very Positive,91.0
2928600,8.0,Very Positive,766.0
1017100,0.0,No user reviews,0.0
1318690,9.0,Overwhelmingly Positive,7892.0
2764370,0.0,No user reviews,0.0
550650,5.0,Mixed,11.0
590380,8.0,Very Positive,11968.0
704850,8.0,Very Positive,10748.0
736820,6.0,Mostly Positive,1990.0
402840,6.0,Mostly Positive,22.0
1931770,9.0,Overwhelmingly Positive,10594.0
3585800,6.0,Mostly Positive,709.0
459220,8.0,Very Positive,5523.0
1292690,8.0,Very Positive,1426.0
1620730,8.0,Very Positive,1074.0
1948280,9.0,Overwhelmingly Positive,11047.0
2864560,8.0,Very Positive,1045.0
666860,0.0,No user reviews,0.0
997010,6.0,Mostly Positive,9451.0
1999360,9.0,Overwhelmingly Positive,11267.0
647830,8.0,Very Positive,2706.0
848480,9.0,Overwhelmingly Positive,3653.0
980610,0.0,No user reviews,0.0
1088090,5.0,Mixed,4156.0
1121640,8.0,Very Positive,3286.0
1574820,9.0,Overwhelmingly Positive,6688.0
1592190,6.0,Mostly Positive,13328.0
220700,8.0,Very Positive,2160.0
707010,5.0,Mixed,673.0
1011510,0.0,No user reviews,0.0
1244090,8.0,Very Positive,5893.0
2140020,8.0,Very Positive,2885.0
979110,8.0,Very Positive,5009.0
2016460,8.0,Very Positive,1988.0
2432870,0.0,No user reviews,0.0
861650,8.0,Very Positive,9108.0
1658150,8.0,Very Positive,2547.0
2433470,0.0,No user reviews,0.0
3916150,0.0,No user reviews,0.0
24800,8.0,Very Positive,1437.0
339600,5.0,Mixed,44.0
368340,8.0,Very Positive,9536.0
2773280,8.0,Very Positive,3872.0
3697240,8.0,Very Positive,60.0
550470,0.0,No user reviews,0.0
1105510,8.0,Very Positive,3598.0
1430190,5.0,Mixed,7200.0
1588530,8.0,Very Positive,1673.0
1797880,0.0,No user reviews,0.0
2378900,9.0,Overwhelmingly Positive,17378.0
2909110,8.0,Very Positive,7446.0
2996040,8.0,Very Positive,1383.0
3404470,8.0,Very Positive,229.0
291480,5.0,Mixed,404.0
1113560,8.0,Very Positive,10838.0
1281630,6.0,Mostly Positive,1152.0
1295500,8.0,Very Positive,2875.0
1377380,6.0,Mostly Positive,3098.0
2459550,9.0,Overwhelmingly Positive,2093.0
2552450,8.0,Very Positive,1083.0
2764750,8.0,Very Positive,307.0
3167540,8.0,Very Positive,142.0
3366290,6.0,Mostly Positive,89.0
248390,8.0,Very Positive,4483.0
1147860,9.0,Overwhelmingly Positive,5973.0
1338770,8.0,Very Positive,4025.0
1369320,0.0,4 user reviews,4.0
3569500,8.0,Very Positive,307.0
551170,8.0,Very Positive,166.0
1126320,9.0,Overwhelmingly Positive,6478.0
1128920,8.0,Very Positive,6719.0
1351080,6.0,Mostly Positive,2284.0
3813590,0.0,No user reviews,0.0
352400,8.0,Very Positive,3220.0
1150440,8.0,Very Positive,8662.0
1487210,6.0,Mostly Positive,905.0
1488200,8.0,Very Positive,6810.0
2273980,6.0,Mostly Positive,2032.0
2290180,8.0,Very Positive,6033.0
2424010,8.0,Very Positive,983.0
2001520,0.0,No user reviews,0.0
3620,8.0,Very Positive,1307.0
201230,5.0,Mixed,17.0
413410,9.0,Overwhelmingly Positive,14932.0
611670,6.0,Mostly Positive,7079.0
1056640,5.0,Mixed,18.0
3247750,8.0,Very Positive,1963.0
38410,8.0,Very Positive,8200.0
48190,8.0,Very Positive,8304.0
304410,9.0,Overwhelmingly Positive,2456.0
1254120,6.0,Mostly Positive,74.0
1292630,5.0,Mixed,11.0
1608290,8.0,Very Positive,696.0
2406770,6.0,Mostly Positive,20428.0
3558400,6.0,Mostly Positive,153.0
225840,8.0,Very Positive,119.0
337000,6.0,Mostly Positive,15985.0
976620,0.0,No user reviews,0.0
1644320,6.0,Mostly Positive,942.0
1689620,6.0,Mostly Positive,2376.0
1785650,5.0,Mixed,720.0
2358260,6.0,Mostly Positive,2159.0
3615160,9.0,Overwhelmingly Positive,959.0
553520,8.0,Very Positive,1464.0
681280,9.0,Overwhelmingly Positive,9804.0
794600,0.0,2 user reviews,2.0
814370,8.0,Very Positive,4710.0
1302240,8.0,Very Positive,7265.0
3349970,7.0,Positive,23.0
673950,8.0,Very Positive,4645.0
1270580,8.0,Very Positive,1917.0
2468730,0.0,4 user reviews,4.0
3494520,6.0,Mostly Positive,384.0
3990,8.0,Very Positive,267.0
226840,8.0,Very Positive,4533.0
546560,9.0,Overwhelmingly Positive,58849.0
555570,5.0,Mixed,813.0
745920,8.0,Very Positive,17886.0
850170,0.0,No user reviews,0.0
1089090,8.0,Very Positive,4586.0
1097430,0.0,3 user reviews,3.0
1160750,0.0,No user reviews,0.0
1956740,0.0,No user reviews,0.0
2445690,8.0,Very Positive,781.0
2457220,6.0,Mostly Positive,8034.0
2918300,7.0,Positive,31.0
1869590,0.0,No user reviews,0.0
2739590,8.0,Very Positive,861.0
616720,8.0,Very Positive,200.0
1330000,8.0,Very Positive,2293.0
1491000,6.0,Mostly Positive,365.0
3400000,6.0,Mostly Positive,1154.0
871720,0.0,6 user reviews,6.0
1207650,8.0,Very Positive,6419.0
1478220,0.0,No user reviews,0.0
4036320,0.0,No user reviews,0.0
212160,4.0,Mostly Negative,56.0
231670,8.0,Very Positive,820.0
314650,9.0,Overwhelmingly Positive,7705.0
692890,9.0,Overwhelmingly Positive,12851.0
874390,8.0,Very Positive,2998.0
1196310,8.0,Very Positive,544.0
2486740,8.0,Very Positive,2356.0
3172300,8.0,Very Positive,71.0
6060,8.0,Very Positive,34473.0
996580,8.0,Very Positive,8414.0
2436940,8.0,Very Positive,452.0
3616550,5.0,Mixed,85.0
867210,8.0,Very Positive,5502.0
3000030,6.0,Mostly Positive,143.0
4016660,0.0,No user reviews,0.0
4580,9.0,Overwhelmingly Positive,4683.0
15620,8.0,Very Positive,4356.0
280220,9.0,Overwhelmingly Positive,3161.0
1161770,0.0,No user reviews,0.0
1191420,0.0,No user reviews,0.0
4017410,0.0,No user reviews,0.0
346010,9.0,Overwhelmingly Positive,22461.0
361280,8.0,Very Positive,5061.0
410980,9.0,Overwhelmingly Positive,1177.0
1790310,0.0,No user reviews,0.0
2827230,6.0,Mostly Positive,1757.0
312450,8.0,Very Positive,363.0
444640,8.0,Very Positive,259.0
597170,9.0,Overwhelmingly Positive,16233.0
1262580,8.0,Very Positive,6970.0
1782460,8.0,Very Positive,1332.0
2570210,8.0,Very Positive,849.0
3672720,8.0,Very Positive,540.0
282800,8.0,Very Positive,8543.0
586140,9.0,Overwhelmingly Positive,4453.0
965580,8.0,Very Positive,2797.0
1072420,8.0,Very Positive,1690.0
2053910,8.0,Very Positive,69.0
2719160,5.0,Mixed,1681.0
3953520,0.0,No user reviews,0.0
1465470,6.0,Mostly Positive,1428.0
1709920,0.0,No user reviews,0.0
1860510,6.0,Mostly Positive,1891.0
1874910,8.0,Very Positive,81.0
240720,8.0,Very Positive,39567.0
327030,8.0,Very Positive,4141.0
1105670,8.0,Very Positive,5978.0
1372110,8.0,Very Positive,4502.0
944220,8.0,Very Positive,537.0
1164940,8.0,Very Positive,9933.0
3247080,0.0,No user reviews,0.0
362620,8.0,Very Positive,5289.0
1134710,8.0,Very Positive,1150.0
1937500,9.0,Overwhelmingly Positive,1674.0
2370570,6.0,Mostly Positive,1064.0
2667120,8.0,Very Positive,1493.0
2680550,6.0,Mostly Positive,1207.0
40100,8.0,Very Positive,4844.0
45760,8.0,Very Positive,4985.0
337320,9.0,Overwhelmingly Positive,13088.0
1150640,8.0,Very Positive,2197.0
1895880,8.0,Very Positive,6230.0
488860,9.0,Overwhelmingly Positive,8809.0
763890,9.0,Overwhelmingly Positive,11397.0
1245560,9.0,Overwhelmingly Positive,2261.0
1462810,6.0,Mostly Positive,640.0
2375550,9.0,Overwhelmingly Positive,4525.0
414700,8.0,Very Positive,9927.0
527430,6.0,Mostly Positive,9829.0
3664010,0.0,No user reviews,0.0
246900,8.0,Very Positive,10084.0
288470,8.0,Very Positive,7874.0
301120,8.0,Very Positive,847.0
307960,6.0,Mostly Positive,5080.0
476600,5.0,Mixed,13275.0
544750,8.0,Very Positive,5519.0
705210,0.0,1 user reviews,1.0
1094780,8.0,Very Positive,526.0
1493640,8.0,Very Positive,2483.0
1630280,0.0,No user reviews,0.0
1969370,8.0,Very Positive,315.0
3629260,0.0,No user reviews,0.0
231350,0.0,No user reviews,0.0
238090,6.0,Mostly Positive,6843.0
578330,8.0,Very Positive,3219.0
1307890,8.0,Very Positive,4299.0
3589510,8.0,Very Positive,125.0
292730,5.0,Mixed,8939.0
323720,6.0,Mostly Positive,458.0
567640,8.0,Very Positive,8750.0
1173820,8.0,Very Positive,2644.0
1549970,8.0,Very Positive,13707.0
1605220,6.0,Mostly Positive,6981.0
2187220,9.0,Overwhelmingly Positive,792.0
3055250,0.0,No user reviews,0.0
113200,8.0,Very Positive,22940.0
582500,8.0,Very Positive,1070.0
200710,8.0,Very Positive,17188.0
239820,8.0,Very Positive,21735.0
356500,8.0,Very Positive,2462.0
886250,0.0,No user reviews,0.0
1205970,6.0,Mostly Positive,2216.0
2820820,8.0,Very Positive,2153.0
2855560,0.0,No user reviews,0.0
4036410,0.0,No user reviews,0.0
1170970,0.0,No user reviews,0.0
2021910,0.0,No user reviews,0.0
2422870,0.0,1 user reviews,1.0
2898450,0.0,No user reviews,0.0
235600,6.0,Mostly Positive,7991.0
287290,6.0,Mostly Positive,6107.0
326360,0.0,No user reviews,0.0
600750,0.0,3 user reviews,3.0
1088850,8.0,Very Positive,17747.0
2027330,8.0,Very Positive,6364.0
2239150,9.0,Overwhelmingly Positive,9977.0
2315690,6.0,Mostly Positive,3908.0
2455640,8.0,Very Positive,820.0
55230,8.0,Very Positive,18695.0
71270,8.0,Very Positive,111.0
202990,8.0,Very Positive,3986.0
599390,0.0,No user reviews,0.0
1166860,8.0,Very Positive,3140.0
1386780,6.0,Mostly Positive,795.0
1584090,9.0,Overwhelmingly Positive,3216.0
1796790,8.0,Very Positive,1447.0
517630,5.0,Mixed,10382.0
937310,8.0,Very Positive,356.0
1650010,6.0,Mostly Positive,1049.0
1785150,8.0,Very Positive,6816.0
2407270,8.0,Very Positive,2764.0
3293010,9.0,Overwhelmingly Positive,1961.0
50130,8.0,Very Positive,9950.0
232890,5.0,Mixed,4164.0
385770,7.0,Positive,27.0
1341290,8.0,Very Positive,5447.0
1530160,8.0,Very Positive,1019.0
1619750,9.0,Overwhelmingly Positive,1510.0
39500,6.0,Mostly Positive,1933.0
99910,5.0,Mixed,13.0
1262350,9.0,Overwhelmingly Positive,18223.0
1580520,5.0,Mixed,734.0
1669980,9.0,Overwhelmingly Positive,2644.0
2849080,8.0,Very Positive,1575.0
2630,8.0,Very Positive,3817.0
503940,8.0,Very Positive,3693.0
1169370,0.0,No user reviews,0.0
1963370,5.0,Mixed,2201.0
2660460,9.0,Overwhelmingly Positive,4549.0
3512540,0.0,No user reviews,0.0
248170,8.0,Very Positive,751.0
285160,6.0,Mostly Positive,2077.0
405310,8.0,Very Positive,1906.0
482400,8.0,Very Positive,7159.0
1129190,8.0,Very Positive,380.0
1171310,6.0,Mostly Positive,138.0
2751000,8.0,Very Positive,2296.0
238010,8.0,Very Positive,12931.0
1253920,8.0,Very Positive,7511.0
1556790,8.0,Very Positive,7381.0
2244130,8.0,Very Positive,892.0
3520070,0.0,No user reviews,0.0
3617620,8.0,Very Positive,223.0
320,8.0,Very Positive,4462.0
236430,8.0,Very Positive,14831.0
362490,8.0,Very Positive,8508.0
384180,7.0,Positive,32.0
1157700,8.0,Very Positive,423.0
1184770,9.0,Overwhelmingly Positive,1798.0
1307550,8.0,Very Positive,7279.0
2347080,6.0,Mostly Positive,243.0
9880,5.0,Mixed,164.0
48000,8.0,Very Positive,12192.0
319510,8.0,Very Positive,30802.0
1089980,9.0,Overwhelmingly Positive,36797.0
1520470,0.0,No user reviews,0.0
2098510,8.0,Very Positive,57.0
3064370,0.0,No user reviews,0.0
10190,8.0,Very Positive,4151.0
48220,4.0,Mostly Negative,3830.0
1028310,8.0,Very Positive,2418.0
1404850,8.0,Very Positive,5154.0
1467450,0.0,No user reviews,0.0
3330250,9.0,Overwhelmingly Positive,756.0
226860,6.0,Mostly Positive,6548.0
485610,8.0,Very Positive,883.0
1141020,0.0,No user reviews,0.0
1238040,8.0,Very Positive,3776.0
1712830,0.0,No user reviews,0.0
1870300,7.0,Positive,19.0
1961460,0.0,No user reviews,0.0
3212570,0.0,No user reviews,0.0
24720,8.0,Very Positive,3802.0
282140,9.0,Overwhelmingly Positive,21904.0
538030,8.0,Very Positive,1653.0
539720,8.0,Very Positive,640.0
611790,8.0,Very Positive,6167.0
719640,0.0,No user reviews,0.0
752590,8.0,Very Positive,20254.0
835960,9.0,Overwhelmingly Positive,7889.0
1007040,9.0,Overwhelmingly Positive,5462.0
1105500,8.0,Very Positive,3430.0
1621540,6.0,Mostly Positive,100.0
2513280,9.0,Overwhelmingly Positive,8052.0
908520,9.0,Overwhelmingly Positive,1654.0
1340990,5.0,Mixed,1799.0
2478970,8.0,Very Positive,2998.0
2519830,0.0,No user reviews,0.0
42710,8.0,Very Positive,1427.0
99900,6.0,Mostly Positive,101.0
345260,6.0,Mostly Positive,1370.0
1175730,0.0,No user reviews,0.0
1731270,0.0,No user reviews,0.0
1905950,0.0,No user reviews,0.0
1977530,0.0,2 user reviews,2.0
3285500,8.0,Very Positive,92.0
409720,5.0,Mixed,11106.0
429790,6.0,Mostly Positive,49.0
532210,8.0,Very Positive,8787.0
621060,8.0,Very Positive,19498.0
747660,8.0,Very Positive,35817.0
782250,8.0,Very Positive,1242.0
1041720,6.0,Mostly Positive,4086.0
1687670,0.0,No user reviews,0.0
2230980,6.0,Mostly Positive,849.0
2358050,0.0,No user reviews,0.0
2695940,6.0,Mostly Positive,4011.0
3035120,9.0,Overwhelmingly Positive,2083.0
306020,8.0,Very Positive,7238.0
611500,6.0,Mostly Positive,3777.0
1073440,8.0,Very Positive,3151.0
1101120,8.0,Very Positive,1451.0
8980,8.0,Very Positive,12448.0
203290,8.0,Very Positive,75.0
334230,8.0,Very Positive,24441.0
388410,6.0,Mostly Positive,4631.0
1451940,9.0,Overwhelmingly Positive,14708.0
39120,6.0,Mostly Positive,829.0
289130,8.0,Very Positive,9143.0
531640,8.0,Very Positive,145.0
613830,8.0,Very Positive,6130.0
692850,8.0,Very Positive,10764.0
1026680,6.0,Mostly Positive,2447.0
1099410,6.0,Mostly Positive,1653.0
1141530,0.0,4 user reviews,4.0
2229870,8.0,Very Positive,879.0
2356560,8.0,Very Positive,401.0
2415010,8.0,Very Positive,242.0
2494350,6.0,Mostly Positive,69.0
2580190,0.0,No user reviews,0.0
2583940,0.0,No user reviews,0.0
2806410,0.0,No user reviews,0.0
3833670,0.0,No user reviews,0.0
1021210,8.0,Very Positive,1759.0
1275350,0.0,No user reviews,0.0
2448020,8.0,Very Positive,420.0
3768770,0.0,No user reviews,0.0
843660,0.0,No user reviews,0.0
960910,8.0,Very Positive,4871.0
1144170,0.0,1 user reviews,1.0
1218210,8.0,Very Positive,2892.0
1985170,0.0,3 user reviews,3.0
2967990,6.0,Mostly Positive,1053.0
3708420,0.0,No user reviews,0.0
736260,9.0,Overwhelmingly Positive,11453.0
830640,8.0,Very Positive,132.0
1072120,8.0,Very Positive,240.0
2328760,5.0,Mixed,147.0
3969380,0.0,No user reviews,0.0
218680,8.0,Very Positive,5146.0
420790,5.0,Mixed,13.0
937380,0.0,No user reviews,0.0
1545560,8.0,Very Positive,1744.0
1684930,9.0,Overwhelmingly Positive,5440.0
1708850,5.0,Mixed,2676.0
2195910,0.0,No user reviews,0.0
2440960,0.0,No user reviews,0.0
3609170,0.0,No user reviews,0.0
603960,9.0,Overwhelmingly Positive,2467.0
747610,0.0,1 user reviews,1.0
761830,8.0,Very Positive,1786.0
1342330,8.0,Very Positive,2051.0
2389040,8.0,Very Positive,236.0
3103840,0.0,No user reviews,0.0
3347820,0.0,No user reviews,0.0
3892760,0.0,No user reviews,0.0
55150,8.0,Very Positive,11311.0
113400,5.0,Mixed,173.0
251290,9.0,Overwhelmingly Positive,2527.0
327400,9.0,Overwhelmingly Positive,619.0
339800,9.0,Overwhelmingly Positive,19680.0
1931180,5.0,Mixed,1755.0
1970580,8.0,Very Positive,3899.0
3402530,8.0,Very Positive,166.0
3866730,0.0,No user reviews,0.0
429050,8.0,Very Positive,11673.0
736220,8.0,Very Positive,11571.0
846770,8.0,Very Positive,4679.0
1135690,8.0,Very Positive,21044.0
1332720,8.0,Very Positive,2152.0
1372810,8.0,Very Positive,1126.0
33930,8.0,Very Positive,8709.0
40960,8.0,Very Positive,2064.0
287980,9.0,Overwhelmingly Positive,6725.0
718850,6.0,Mostly Positive,2720.0
1054510,8.0,Very Positive,1481.0
1227890,8.0,Very Positive,1277.0
1321440,9.0,Overwhelmingly Positive,5599.0
1718570,9.0,Overwhelmingly Positive,2996.0
1953520,5.0,Mixed,884.0
2890830,6.0,Mostly Positive,1542.0
3604780,8.0,Very Positive,65.0
3625270,8.0,Very Positive,248.0
3920,8.0,Very Positive,4419.0
47780,8.0,Very Positive,10798.0
397350,9.0,Overwhelmingly Positive,1183.0
490110,8.0,Very Positive,3169.0
1036950,7.0,Positive,25.0
1135230,9.0,Overwhelmingly Positive,3586.0
1525700,8.0,Very Positive,4595.0
1677350,5.0,Mixed,1741.0
1967630,8.0,Very Positive,1621.0
2076010,8.0,Very Positive,1422.0
2920270,0.0,No user reviews,0.0
339340,6.0,Mostly Positive,4165.0
666150,8.0,Very Positive,2721.0
1049410,8.0,Very Positive,13321.0
1280780,6.0,Mostly Positive,2191.0
1782380,0.0,No user reviews,0.0
2438990,8.0,Very Positive,230.0
2449710,0.0,No user reviews,0.0
2828500,0.0,No user reviews,0.0
2859390,0.0,No user reviews,0.0
3066060,0.0,No user reviews,0.0
3244220,8.0,Very Positive,9562.0
222880,8.0,Very Positive,35627.0
302670,8.0,Very Positive,8381.0
330020,8.0,Very Positive,7116.0
797430,0.0,No user reviews,0.0
1243830,6.0,Mostly Positive,1335.0
1249970,4.0,Mostly Negative,2399.0
3674060,0.0,No user reviews,0.0
3970060,0.0,No user reviews,0.0
544610,8.0,Very Positive,2091.0
605740,8.0,Very Positive,9391.0
680420,5.0,Mixed,30352.0
700600,5.0,Mixed,7331.0
1182900,8.0,Very Positive,6628.0
1265820,8.0,Very Positive,2255.0
1533420,9.0,Overwhelmingly Positive,11599.0
1653970,7.0,Positive,11.0
1690800,0.0,No user reviews,0.0
1896700,9.0,Overwhelmingly Positive,1515.0
2253720,0.0,No user reviews,0.0
92,0.0,No user reviews,0.0
13560,8.0,Very Positive,2079.0
770810,8.0,Very Positive,2064.0
1131620,0.0,2 user reviews,2.0
1474700,0.0,No user reviews,0.0
1580780,8.0,Very Positive,1054.0
1649730,8.0,Very Positive,168.0
1954160,6.0,Mostly Positive,501.0
2271930,8.0,Very Positive,557.0
2396910,0.0,No user reviews,0.0
2492040,8.0,Very Positive,978.0
2823080,8.0,Very Positive,872.0
3028310,8.0,Very Positive,1209.0
482920,6.0,Mostly Positive,11.0
714210,0.0,No user reviews,0.0
1612810,0.0,No user reviews,0.0
2291760,9.0,Overwhelmingly Positive,8591.0
2647680,8.0,Very Positive,714.0
285190,5.0,Mixed,7495.0
362680,9.0,Overwhelmingly Positive,7843.0
427290,6.0,Mostly Positive,8266.0
512900,9.0,Overwhelmingly Positive,8172.0
1278480,5.0,Mixed,17.0
1388590,9.0,Overwhelmingly Positive,3518.0
1419850,8.0,Very Positive,1054.0
1948800,8.0,Very Positive,397.0
3760020,0.0,No user reviews,0.0
496300,8.0,Very Positive,4018.0
654890,6.0,Mostly Positive,1882.0
822240,0.0,No user reviews,0.0
1442430,8.0,Very Positive,1320.0
1458100,8.0,Very Positive,3676.0
1498570,8.0,Very Positive,2659.0
1660080,8.0,Very Positive,1471.0
1724190,7.0,Positive,32.0
1737100,8.0,Very Positive,2700.0
2116120,6.0,Mostly Positive,4090.0
2730970,0.0,No user reviews,0.0
476620,8.0,Very Positive,2913.0
987840,8.0,Very Positive,2788.0
2776900,0.0,No user reviews,0.0
2820700,8.0,Very Positive,401.0
2899050,9.0,Overwhelmingly Positive,748.0
17525,0.0,No user reviews,0.0
253230,9.0,Overwhelmingly Positive,28790.0
268050,6.0,Mostly Positive,7134.0
441960,0.0,1 user reviews,1.0
673880,8.0,Very Positive,7619.0
1177970,0.0,No user reviews,0.0
1264710,8.0,Very Positive,710.0
1364210,8.0,Very Positive,827.0
1941000,0.0,No user reviews,0.0
2427410,5.0,Mixed,1345.0
4013980,0.0,No user reviews,0.0
276810,6.0,Mostly Positive,4602.0
357190,8.0,Very Positive,3858.0
734750,0.0,No user reviews,0.0
1202200,8.0,Very Positive,1543.0
1275890,9.0,Overwhelmingly Positive,5570.0
3457380,0.0,No user reviews,0.0
202970,8.0,Very Positive,11810.0
250520,8.0,Very Positive,4647.0
310950,6.0,Mostly Positive,12612.0
538680,8.0,Very Positive,3356.0
818320,8.0,Very Positive,634.0
865360,8.0,Very Positive,4675.0
930210,8.0,Very Positive,7323.0
1022980,6.0,Mostly Positive,1849.0
2088570,9.0,Overwhelmingly Positive,7209.0
2239550,5.0,Mixed,4202.0
2477010,5.0,Mixed,541.0
2864890,8.0,Very Positive,452.0
3260140,6.0,Mostly Positive,82634.0
366090,8.0,Very Positive,5667.0
541570,9.0,Overwhelmingly Positive,8350.0
2132850,9.0,Overwhelmingly Positive,5865.0
3431040,8.0,Very Positive,1281.0
11020,8.0,Very Positive,50.0
285330,8.0,Very Positive,3558.0
755800,0.0,No user reviews,0.0
897450,6.0,Mostly Positive,2880.0
962400,8.0,Very Positive,2912.0
1262540,5.0,Mixed,6756.0
1265920,8.0,Very Positive,3274.0
1380910,8.0,Very Positive,1007.0
2617700,8.0,Very Positive,584.0
2878420,8.0,Very Positive,613.0
3831450,0.0,No user reviews,0.0
206420,8.0,Very Positive,23189.0
212220,0.0,No user reviews,0.0
1342490,6.0,Mostly Positive,451.0
1426450,6.0,Mostly Positive,5085.0
1530300,0.0,No user reviews,0.0
2239140,0.0,No user reviews,0.0
2428980,5.0,Mixed,253.0
2453660,7.0,Positive,12.0
207140,8.0,Very Positive,9550.0
217200,8.0,Very Positive,3494.0
606150,8.0,Very Positive,6844.0
1144400,9.0,Overwhelmingly Positive,798.0
1295920,8.0,Very Positive,4369.0
1842810,6.0,Mostly Positive,39.0
2144640,5.0,Mixed,280.0
3325500,6.0,Mostly Positive,163.0
290080,5.0,Mixed,4268.0
341800,9.0,Overwhelmingly Positive,7732.0
378760,0.0,No user reviews,0.0
887570,8.0,Very Positive,2972.0
981600,0.0,No user reviews,0.0
1279510,7.0,Positive,11.0
1280930,9.0,Overwhelmingly Positive,1582.0
